phase,t_s,joint_indices,target_positions,actual_positions
teach,13.318531,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858
teach,13.319353,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858
teach,13.320138,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858
teach,13.320909,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858
teach,13.321726,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122570 1.005332 1.335411 -1.372920 -1.683845 -0.790015 -1.311875 0.051127 0.232950 -0.062891 0.091528 0.376645 0.253632 0.086858
teach,13.330607,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090241 -0.026341 1.497681 0.151097 0.074039 0.176959 -0.517575 -0.178984 0.118260 -0.118596 0.424649 0.394700 -0.152164 0.122569 1.005334 1.335411 -1.372926 -1.683848 -0.790030 -1.311871 0.051127 0.232936 -0.062891 0.091647 0.376649 0.253639 0.086858,0.034383 0.090253 -0.026305 1.497657 0.151085 0.073991 0.176959 -0.519049 -0.160804 0.117961 -0.091152 0.424421 0.391692 -0.152236 0.122569 1.005334 1.335411 -1.372926 -1.683848 -0.790030 -1.311871 0.051127 0.232936 -0.062891 0.091647 0.376649 0.253639 0.086858
teach,13.343086,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090253 -0.026305 1.497657 0.151085 0.073991 0.176959 -0.519049 -0.160804 0.117961 -0.091152 0.424421 0.391692 -0.152236 0.122569 1.005334 1.335411 -1.372926 -1.683848 -0.790030 -1.311871 0.051127 0.232936 -0.062891 0.091647 0.376649 0.253639 0.086858,0.034383 0.090253 -0.026305 1.497657 0.151085 0.073991 0.176959 -0.519049 -0.160804 0.117961 -0.091152 0.424421 0.391692 -0.152236 0.122569 1.005334 1.335411 -1.372926 -1.683848 -0.790030 -1.311871 0.051127 0.232936 -0.062891 0.091647 0.376649 0.253639 0.086858
teach,13.371840,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090253 -0.026305 1.497657 0.151085 0.073991 0.176959 -0.519049 -0.160804 0.117961 -0.091152 0.424421 0.391692 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888,0.034395 0.090253 -0.026293 1.497657 0.151097 0.074003 0.176971 -0.519157 -0.160936 0.117973 -0.087317 0.424325 0.391561 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888
teach,13.372885,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090253 -0.026293 1.497657 0.151097 0.074003 0.176971 -0.519157 -0.160936 0.117973 -0.087317 0.424325 0.391561 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888,0.034395 0.090253 -0.026293 1.497657 0.151097 0.074003 0.176971 -0.519157 -0.160936 0.117973 -0.087317 0.424325 0.391561 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888
teach,13.373789,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090253 -0.026293 1.497657 0.151097 0.074003 0.176971 -0.519157 -0.160936 0.117973 -0.087317 0.424325 0.391561 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888,0.034395 0.090253 -0.026293 1.497657 0.151097 0.074003 0.176971 -0.519157 -0.160936 0.117973 -0.087317 0.424325 0.391561 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888
teach,13.389311,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090253 -0.026293 1.497657 0.151097 0.074003 0.176971 -0.519157 -0.160936 0.117973 -0.087317 0.424325 0.391561 -0.152236 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888,0.034383 0.090241 -0.026305 1.497657 0.151085 0.074003 0.176959 -0.519181 -0.160912 0.117985 -0.086694 0.424302 0.391549 -0.152248 0.122570 1.005334 1.335404 -1.372918 -1.683847 -0.790025 -1.311871 0.051126 0.232941 -0.062900 0.095154 0.376653 0.253649 0.086888
teach,13.394036,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090241 -0.026305 1.497657 0.151085 0.074003 0.176959 -0.519181 -0.160912 0.117985 -0.086694 0.424302 0.391549 -0.152248 0.122570 1.005326 1.335403 -1.372920 -1.683846 -0.790024 -1.311879 0.051127 0.232946 -0.062899 0.095371 0.376649 0.253639 0.086888,0.034383 0.090241 -0.026305 1.497657 0.151085 0.074003 0.176959 -0.519181 -0.160912 0.117985 -0.086694 0.424302 0.391549 -0.152248 0.122570 1.005326 1.335403 -1.372920 -1.683846 -0.790024 -1.311879 0.051127 0.232946 -0.062899 0.095371 0.376649 0.253639 0.086888
teach,13.401944,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090241 -0.026305 1.497657 0.151085 0.074003 0.176959 -0.519181 -0.160912 0.117985 -0.086694 0.424302 0.391549 -0.152248 0.122570 1.005326 1.335403 -1.372920 -1.683846 -0.790024 -1.311879 0.051127 0.232946 -0.062899 0.095371 0.376649 0.253639 0.086888,0.034383 0.090229 -0.026341 1.497669 0.151073 0.073967 0.176947 -0.522452 -0.145644 0.123905 -0.037211 0.423511 0.389955 -0.151696 0.122570 1.005326 1.335403 -1.372920 -1.683846 -0.790024 -1.311879 0.051127 0.232946 -0.062899 0.095371 0.376649 0.253639 0.086888
teach,13.410481,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090229 -0.026341 1.497669 0.151073 0.073967 0.176947 -0.522452 -0.145644 0.123905 -0.037211 0.423511 0.389955 -0.151696 0.122568 1.005331 1.335406 -1.372928 -1.683838 -0.790024 -1.311871 0.051127 0.232946 -0.062892 0.095370 0.376654 0.253649 0.086888,0.034395 0.090229 -0.026329 1.497669 0.151085 0.074051 0.176971 -0.522812 -0.145680 0.124864 -0.035138 0.423403 0.389991 -0.151696 0.122568 1.005331 1.335406 -1.372928 -1.683838 -0.790024 -1.311871 0.051127 0.232946 -0.062892 0.095370 0.376654 0.253649 0.086888
teach,13.420487,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151085 0.074051 0.176971 -0.522812 -0.145680 0.124864 -0.035138 0.423403 0.389991 -0.151696 0.122569 1.005329 1.335403 -1.372920 -1.683847 -0.790027 -1.311875 0.051126 0.232941 -0.062896 0.095376 0.376649 0.253643 0.086887,0.034383 0.090241 -0.026329 1.497669 0.151121 0.073991 0.176959 -0.523255 -0.145692 0.125870 -0.033652 0.423223 0.389979 -0.151720 0.122569 1.005329 1.335403 -1.372920 -1.683847 -0.790027 -1.311875 0.051126 0.232941 -0.062896 0.095376 0.376649 0.253643 0.086887
teach,13.432005,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090241 -0.026329 1.497669 0.151121 0.073991 0.176959 -0.523255 -0.145692 0.125870 -0.033652 0.423223 0.389979 -0.151720 0.122570 1.005328 1.335409 -1.372921 -1.683845 -0.790025 -1.311871 0.051129 0.232942 -0.062889 0.095376 0.376650 0.253649 0.086894,0.034395 0.090241 -0.026329 1.497657 0.151073 0.073955 0.176959 -0.523974 -0.145716 0.126637 -0.031542 0.422756 0.390039 -0.151720 0.122570 1.005328 1.335409 -1.372921 -1.683845 -0.790025 -1.311871 0.051129 0.232942 -0.062889 0.095376 0.376650 0.253649 0.086894
teach,13.452381,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090241 -0.026329 1.497657 0.151073 0.073955 0.176959 -0.523974 -0.145716 0.126637 -0.031542 0.422756 0.390039 -0.151720 0.122569 1.005331 1.335412 -1.372917 -1.683846 -0.790025 -1.311875 0.051125 0.232945 -0.062900 0.095370 0.376646 0.253646 0.086888,0.034383 0.090229 -0.026341 1.497657 0.151097 0.073979 0.176971 -0.524981 -0.145405 0.127344 -0.028367 0.422636 0.390063 -0.151708 0.122569 1.005331 1.335412 -1.372917 -1.683846 -0.790025 -1.311875 0.051125 0.232945 -0.062900 0.095370 0.376646 0.253646 0.086888
teach,13.456636,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090229 -0.026341 1.497657 0.151097 0.073979 0.176971 -0.524981 -0.145405 0.127344 -0.028367 0.422636 0.390063 -0.151708 0.122571 1.005328 1.335409 -1.372920 -1.683851 -0.790024 -1.311871 0.051125 0.232942 -0.062891 0.095374 0.376653 0.253656 0.086894,0.034383 0.090229 -0.026341 1.497657 0.151097 0.073979 0.176971 -0.524981 -0.145405 0.127344 -0.028367 0.422636 0.390063 -0.151708 0.122571 1.005328 1.335409 -1.372920 -1.683851 -0.790024 -1.311871 0.051125 0.232942 -0.062891 0.095374 0.376653 0.253656 0.086894
teach,13.461259,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034383 0.090229 -0.026341 1.497657 0.151097 0.073979 0.176971 -0.524981 -0.145405 0.127344 -0.028367 0.422636 0.390063 -0.151708 0.122571 1.005328 1.335409 -1.372920 -1.683851 -0.790024 -1.311871 0.051125 0.232942 -0.062891 0.095374 0.376653 0.253656 0.086894,0.034371 0.090229 -0.026341 1.497657 0.151097 0.074051 0.176947 -0.531249 -0.144841 0.128231 -0.013231 0.422612 0.389248 -0.151696 0.122571 1.005328 1.335409 -1.372920 -1.683851 -0.790024 -1.311871 0.051125 0.232942 -0.062891 0.095374 0.376653 0.253656 0.086894
teach,13.535185,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090229 -0.026341 1.497657 0.151097 0.074051 0.176947 -0.531249 -0.144841 0.128231 -0.013231 0.422612 0.389248 -0.151696 0.122569 1.005335 1.335405 -1.372924 -1.683847 -0.790025 -1.311875 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034371 0.090229 -0.026329 1.497657 0.151109 0.074051 0.176959 -0.539602 -0.144829 0.128279 -0.003463 0.422648 0.389116 -0.151612 0.122569 1.005335 1.335405 -1.372924 -1.683847 -0.790025 -1.311875 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.536205,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034371 0.090229 -0.026329 1.497657 0.151109 0.074051 0.176959 -0.539602 -0.144829 0.128279 -0.003463 0.422648 0.389116 -0.151612 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.540417,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.541189,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.542013,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.542782,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.543606,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.544608,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005331 1.335409 -1.372921 -1.683843 -0.790021 -1.311871 0.051127 0.232945 -0.062890 0.095371 0.376653 0.253649 0.086890
teach,13.562937,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090229 -0.026329 1.497669 0.151073 0.073955 0.176947 -0.541615 -0.144841 0.128459 0.000515 0.422660 0.389883 -0.150282 0.122570 1.005334 1.335411 -1.372921 -1.683849 -0.790025 -1.311871 0.051125 0.232945 -0.062894 0.095392 0.376656 0.253673 0.086921,0.034395 0.090241 -0.026341 1.497657 0.151085 0.073895 0.176959 -0.541663 -0.144817 0.128447 0.001917 0.422672 0.389907 -0.150150 0.122570 1.005334 1.335411 -1.372921 -1.683849 -0.790025 -1.311871 0.051125 0.232945 -0.062894 0.095392 0.376656 0.253673 0.086921
teach,13.570413,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.034395 0.090241 -0.026341 1.497657 0.151085 0.073895 0.176959 -0.541663 -0.144817 0.128447 0.001917 0.422672 0.389907 -0.150150 0.122570 1.005334 1.335411 -1.372921 -1.683849 -0.790025 -1.311871 0.051125 0.232945 -0.062894 0.095392 0.376656 0.253673 0.086921,0.034395 0.090241 -0.026341 1.497657 0.151085 0.073895 0.176959 -0.541663 -0.144817 0.128447 0.001917 0.422672 0.389907 -0.150150 0.122570 1.005334 1.335411 -1.372921 -1.683849 -0.790025 -1.311871 0.051125 0.232945 -0.062894 0.095392 0.376656 0.253673 0.086921
