phase,t_s,joint_indices,target_positions,actual_positions
teach,28.725523,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033328 0.090277 -0.026365 1.497513 0.151133 0.073991 0.177702 -0.317498 -0.402119 -0.828697 0.668085 0.263341 -0.159091 0.425224 0.122569 1.005332 1.335400 -1.372921 -1.683845 -0.790019 -1.311879 0.051127 -0.681683 -0.041198 0.498666 0.905839 0.535021 0.821162,0.033340 0.090277 -0.026365 1.497513 0.151133 0.073991 0.177690 -0.317474 -0.402107 -0.828733 0.668204 0.263341 -0.159091 0.425236 0.122569 1.005332 1.335400 -1.372921 -1.683845 -0.790019 -1.311879 0.051127 -0.681683 -0.041198 0.498666 0.905839 0.535021 0.821162
teach,28.730109,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.090277 -0.026365 1.497513 0.151133 0.073991 0.177690 -0.317474 -0.402107 -0.828733 0.668204 0.263341 -0.159091 0.425236 0.122569 1.005332 1.335400 -1.372921 -1.683845 -0.790019 -1.311879 0.051127 -0.681683 -0.041198 0.498666 0.905839 0.535021 0.821162,0.033340 0.090301 -0.026377 1.497513 0.151157 0.073979 0.177666 -0.317438 -0.402095 -0.828745 0.668204 0.263341 -0.159103 0.425236 0.122569 1.005332 1.335400 -1.372921 -1.683845 -0.790019 -1.311879 0.051127 -0.681683 -0.041198 0.498666 0.905839 0.535021 0.821162
teach,28.734811,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033340 0.090301 -0.026377 1.497513 0.151157 0.073979 0.177666 -0.317438 -0.402095 -0.828745 0.668204 0.263341 -0.159103 0.425236 0.122569 1.005331 1.335404 -1.372918 -1.683845 -0.790027 -1.311870 0.051127 -0.681676 -0.041195 0.498640 0.905839 0.535020 0.821166,0.033352 0.090301 -0.026365 1.497513 0.151133 0.073991 0.177690 -0.317354 -0.402095 -0.828757 0.668336 0.263341 -0.159091 0.425224 0.122569 1.005331 1.335404 -1.372918 -1.683845 -0.790027 -1.311870 0.051127 -0.681676 -0.041195 0.498640 0.905839 0.535020 0.821166
teach,28.743182,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033352 0.090301 -0.026365 1.497513 0.151133 0.073991 0.177690 -0.317354 -0.402095 -0.828757 0.668336 0.263341 -0.159091 0.425224 0.122569 1.005331 1.335404 -1.372918 -1.683845 -0.790027 -1.311870 0.051127 -0.681673 -0.041196 0.498339 0.905839 0.535025 0.821157,0.033364 0.090277 -0.026365 1.497513 0.151133 0.074027 0.177690 -0.316863 -0.402107 -0.828829 0.668756 0.263317 -0.159091 0.425260 0.122569 1.005331 1.335404 -1.372918 -1.683845 -0.790027 -1.311870 0.051127 -0.681673 -0.041196 0.498339 0.905839 0.535025 0.821157
teach,28.750545,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033364 0.090277 -0.026365 1.497513 0.151133 0.074027 0.177690 -0.316863 -0.402107 -0.828829 0.668756 0.263317 -0.159091 0.425260 0.122570 1.005334 1.335398 -1.372921 -1.683846 -0.790027 -1.311875 0.051125 -0.681670 -0.041196 0.498317 0.905839 0.535026 0.821155,0.033376 0.090301 -0.026365 1.497501 0.151145 0.073991 0.177666 -0.316599 -0.402119 -0.828841 0.668935 0.263305 -0.159091 0.425284 0.122570 1.005334 1.335398 -1.372921 -1.683846 -0.790027 -1.311875 0.051125 -0.681670 -0.041196 0.498317 0.905839 0.535026 0.821155
teach,28.761386,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033376 0.090301 -0.026365 1.497501 0.151145 0.073991 0.177666 -0.316599 -0.402119 -0.828841 0.668935 0.263305 -0.159091 0.425284 0.122569 1.005323 1.335406 -1.372918 -1.683849 -0.790025 -1.311871 0.051126 -0.681682 -0.041205 0.498317 0.905835 0.535021 0.821152,0.033352 0.090277 -0.026377 1.497501 0.151145 0.074015 0.177678 -0.315629 -0.402119 -0.828853 0.669559 0.263245 -0.159091 0.425296 0.122569 1.005323 1.335406 -1.372918 -1.683849 -0.790025 -1.311871 0.051126 -0.681682 -0.041205 0.498317 0.905835 0.535021 0.821152
teach,28.770528,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033352 0.090277 -0.026377 1.497501 0.151145 0.074015 0.177678 -0.315629 -0.402119 -0.828853 0.669559 0.263245 -0.159091 0.425296 0.122571 1.005333 1.335409 -1.372920 -1.683846 -0.790025 -1.311875 0.051124 -0.681670 -0.041205 0.498276 0.905832 0.535020 0.821154,0.033352 0.090289 -0.026377 1.497513 0.151157 0.074003 0.177690 -0.315449 -0.402119 -0.828817 0.669667 0.263257 -0.159091 0.425308 0.122571 1.005333 1.335409 -1.372920 -1.683846 -0.790025 -1.311875 0.051124 -0.681670 -0.041205 0.498276 0.905832 0.535020 0.821154
teach,28.789849,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033352 0.090289 -0.026377 1.497513 0.151157 0.074003 0.177690 -0.315449 -0.402119 -0.828817 0.669667 0.263257 -0.159091 0.425308 0.122568 1.005337 1.335403 -1.372921 -1.683852 -0.790015 -1.311869 0.051129 -0.681676 -0.041197 0.498175 0.905827 0.535021 0.821140,0.033304 0.090241 -0.026353 1.497501 0.151133 0.074015 0.177690 -0.311674 -0.402119 -0.828745 0.670481 0.263222 -0.159091 0.425488 0.122568 1.005337 1.335403 -1.372921 -1.683852 -0.790015 -1.311869 0.051129 -0.681676 -0.041197 0.498175 0.905827 0.535021 0.821140
teach,28.794972,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033304 0.090241 -0.026353 1.497501 0.151133 0.074015 0.177690 -0.311674 -0.402119 -0.828745 0.670481 0.263222 -0.159091 0.425488 0.122569 1.005319 1.335398 -1.372921 -1.683847 -0.790019 -1.311871 0.051129 -0.681676 -0.041197 0.498175 0.905827 0.535021 0.821140,0.033304 0.090253 -0.026365 1.497501 0.151121 0.074015 0.177690 -0.311458 -0.402119 -0.828769 0.670481 0.263234 -0.159079 0.425488 0.122569 1.005319 1.335398 -1.372921 -1.683847 -0.790019 -1.311871 0.051129 -0.681676 -0.041197 0.498175 0.905827 0.535021 0.821140
teach,28.814199,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033304 0.090253 -0.026365 1.497501 0.151121 0.074015 0.177690 -0.311458 -0.402119 -0.828769 0.670481 0.263234 -0.159079 0.425488 0.122567 1.005328 1.335400 -1.372917 -1.683848 -0.790015 -1.311871 0.051127 -0.681682 -0.041205 0.498118 0.905836 0.535020 0.821137,0.033268 0.090241 -0.026365 1.497501 0.151121 0.074015 0.177690 -0.310955 -0.402119 -0.828733 0.670481 0.263210 -0.159079 0.425500 0.122567 1.005328 1.335400 -1.372917 -1.683848 -0.790015 -1.311871 0.051127 -0.681682 -0.041205 0.498118 0.905836 0.535020 0.821137
teach,28.818357,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033268 0.090241 -0.026365 1.497501 0.151121 0.074015 0.177690 -0.310955 -0.402119 -0.828733 0.670481 0.263210 -0.159079 0.425500 0.122570 1.005309 1.335407 -1.372921 -1.683849 -0.790025 -1.311875 0.051126 -0.681682 -0.041205 0.497526 0.905839 0.535021 0.820080,0.033280 0.090217 -0.026365 1.497501 0.151097 0.073991 0.177702 -0.309996 -0.402107 -0.828733 0.670565 0.263198 -0.159067 0.425488 0.122570 1.005309 1.335407 -1.372921 -1.683849 -0.790025 -1.311875 0.051126 -0.681682 -0.041205 0.497526 0.905839 0.535021 0.820080
teach,28.843750,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033280 0.090217 -0.026365 1.497501 0.151097 0.073991 0.177702 -0.309996 -0.402107 -0.828733 0.670565 0.263198 -0.159067 0.425488 0.122569 1.005335 1.335403 -1.372926 -1.683846 -0.790024 -1.311871 0.051125 -0.681682 -0.041198 0.497517 0.905842 0.535020 0.819616,0.033268 0.090217 -0.026365 1.497501 0.151133 0.073991 0.177714 -0.309157 -0.402107 -0.828733 0.670601 0.263198 -0.159055 0.425500 0.122569 1.005335 1.335403 -1.372926 -1.683846 -0.790024 -1.311871 0.051125 -0.681682 -0.041198 0.497517 0.905842 0.535020 0.819616
teach,28.861065,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033268 0.090217 -0.026365 1.497501 0.151133 0.073991 0.177714 -0.309157 -0.402107 -0.828733 0.670601 0.263198 -0.159055 0.425500 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051127 -0.681677 -0.041206 0.497510 0.905844 0.535023 0.819477,0.033256 0.090217 -0.026365 1.497501 0.151133 0.073991 0.177702 -0.308462 -0.402107 -0.828697 0.670625 0.263186 -0.159055 0.425500 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051127 -0.681677 -0.041206 0.497510 0.905844 0.535023 0.819477
teach,28.862144,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033256 0.090217 -0.026365 1.497501 0.151133 0.073991 0.177702 -0.308462 -0.402107 -0.828697 0.670625 0.263186 -0.159055 0.425500 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051127 -0.681677 -0.041206 0.497510 0.905844 0.535023 0.819477,0.033232 0.090217 -0.026365 1.497513 0.151121 0.073991 0.177702 -0.308234 -0.402119 -0.828685 0.670625 0.263186 -0.159043 0.425512 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051127 -0.681677 -0.041206 0.497510 0.905844 0.535023 0.819477
teach,28.863960,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033232 0.090217 -0.026365 1.497513 0.151121 0.073991 0.177702 -0.308234 -0.402119 -0.828685 0.670625 0.263186 -0.159043 0.425512 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051127 -0.681677 -0.041206 0.497510 0.905844 0.535023 0.819477,0.033232 0.090217 -0.026365 1.497513 0.151121 0.073991 0.177702 -0.308234 -0.402119 -0.828685 0.670625 0.263186 -0.159043 0.425512 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051127 -0.681677 -0.041206 0.497510 0.905844 0.535023 0.819477
teach,28.865950,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033232 0.090217 -0.026365 1.497513 0.151121 0.073991 0.177702 -0.308234 -0.402119 -0.828685 0.670625 0.263186 -0.159043 0.425512 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051129 -0.681686 -0.041191 0.495607 0.905836 0.535017 0.818406,0.033268 0.090205 -0.026365 1.497489 0.151133 0.073991 0.177690 -0.307911 -0.402119 -0.828697 0.670625 0.263186 -0.159043 0.425560 0.122570 1.005326 1.335403 -1.372920 -1.683849 -0.790025 -1.311871 0.051129 -0.681686 -0.041191 0.495607 0.905836 0.535017 0.818406
teach,28.880944,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033268 0.090205 -0.026365 1.497489 0.151133 0.073991 0.177690 -0.307911 -0.402119 -0.828697 0.670625 0.263186 -0.159043 0.425560 0.122569 1.005331 1.335402 -1.372921 -1.683849 -0.790019 -1.311870 0.051129 -0.681686 -0.041191 0.495607 0.905836 0.535017 0.818406,0.033244 0.090205 -0.026365 1.497513 0.151121 0.074003 0.177702 -0.307683 -0.402119 -0.828697 0.670625 0.263186 -0.159019 0.425596 0.122569 1.005331 1.335402 -1.372921 -1.683849 -0.790019 -1.311870 0.051129 -0.681686 -0.041191 0.495607 0.905836 0.535017 0.818406
teach,28.882921,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033244 0.090205 -0.026365 1.497513 0.151121 0.074003 0.177702 -0.307683 -0.402119 -0.828697 0.670625 0.263186 -0.159019 0.425596 0.122569 1.005331 1.335402 -1.372921 -1.683849 -0.790019 -1.311870 0.051129 -0.681686 -0.041191 0.495607 0.905836 0.535017 0.818406,0.033244 0.090205 -0.026365 1.497513 0.151121 0.074003 0.177702 -0.307683 -0.402119 -0.828697 0.670625 0.263186 -0.159019 0.425596 0.122569 1.005331 1.335402 -1.372921 -1.683849 -0.790019 -1.311870 0.051129 -0.681686 -0.041191 0.495607 0.905836 0.535017 0.818406
teach,28.891392,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033244 0.090205 -0.026365 1.497513 0.151121 0.074003 0.177702 -0.307683 -0.402119 -0.828697 0.670625 0.263186 -0.159019 0.425596 0.122569 1.005328 1.335400 -1.372921 -1.683849 -0.790027 -1.311871 0.051126 -0.681673 -0.041206 0.494249 0.905827 0.535020 0.818396,0.033256 0.090205 -0.026353 1.497501 0.151145 0.073991 0.177690 -0.307036 -0.402119 -0.828685 0.670601 0.263186 -0.159043 0.425955 0.122569 1.005328 1.335400 -1.372921 -1.683849 -0.790027 -1.311871 0.051126 -0.681673 -0.041206 0.494249 0.905827 0.535020 0.818396
teach,28.902890,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033256 0.090205 -0.026353 1.497501 0.151145 0.073991 0.177690 -0.307036 -0.402119 -0.828685 0.670601 0.263186 -0.159043 0.425955 0.122569 1.005332 1.335401 -1.372918 -1.683847 -0.790025 -1.311869 0.051123 -0.681683 -0.041203 0.493723 0.905823 0.535025 0.818396,0.033256 0.090193 -0.026365 1.497501 0.151145 0.073991 0.177690 -0.306724 -0.402119 -0.828673 0.670577 0.263186 -0.159031 0.426135 0.122569 1.005332 1.335401 -1.372918 -1.683847 -0.790025 -1.311869 0.051123 -0.681683 -0.041203 0.493723 0.905823 0.535025 0.818396
teach,28.922493,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033256 0.090193 -0.026365 1.497501 0.151145 0.073991 0.177690 -0.306724 -0.402119 -0.828673 0.670577 0.263186 -0.159031 0.426135 0.122570 1.005327 1.335401 -1.372921 -1.683849 -0.790024 -1.311871 0.051125 -0.681679 -0.041198 0.485057 0.905813 0.535017 0.817709,0.033196 0.090205 -0.026377 1.497513 0.151145 0.073991 0.177690 -0.298671 -0.402119 -0.828350 0.670218 0.263198 -0.159043 0.426842 0.122570 1.005327 1.335401 -1.372921 -1.683849 -0.790024 -1.311871 0.051125 -0.681679 -0.041198 0.485057 0.905813 0.535017 0.817709
teach,28.923589,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033196 0.090205 -0.026377 1.497513 0.151145 0.073991 0.177690 -0.298671 -0.402119 -0.828350 0.670218 0.263198 -0.159043 0.426842 0.122570 1.005327 1.335401 -1.372921 -1.683849 -0.790024 -1.311871 0.051125 -0.681679 -0.041198 0.485057 0.905813 0.535017 0.817709,0.033196 0.090205 -0.026377 1.497513 0.151145 0.073991 0.177690 -0.298671 -0.402119 -0.828350 0.670218 0.263198 -0.159043 0.426842 0.122570 1.005327 1.335401 -1.372921 -1.683849 -0.790024 -1.311871 0.051125 -0.681679 -0.041198 0.485057 0.905813 0.535017 0.817709
teach,28.931203,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033196 0.090205 -0.026377 1.497513 0.151145 0.073991 0.177690 -0.298671 -0.402119 -0.828350 0.670218 0.263198 -0.159043 0.426842 0.122570 1.005327 1.335401 -1.372921 -1.683849 -0.790024 -1.311871 0.051125 -0.681682 -0.041200 0.484638 0.905823 0.535020 0.817509,0.033172 0.090193 -0.026365 1.497489 0.151133 0.074003 0.177714 -0.299354 -0.402119 -0.828350 0.670194 0.263210 -0.159079 0.426830 0.122570 1.005327 1.335401 -1.372921 -1.683849 -0.790024 -1.311871 0.051125 -0.681682 -0.041200 0.484638 0.905823 0.535020 0.817509
teach,28.944490,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033172 0.090193 -0.026365 1.497489 0.151133 0.074003 0.177714 -0.299354 -0.402119 -0.828350 0.670194 0.263210 -0.159079 0.426830 0.122569 1.005331 1.335401 -1.372920 -1.683847 -0.790021 -1.311871 0.051126 -0.681682 -0.041193 0.484452 0.905813 0.535019 0.817384,0.033148 0.090205 -0.026389 1.497489 0.151109 0.073967 0.177690 -0.299630 -0.402119 -0.828326 0.670314 0.263210 -0.159043 0.426890 0.122569 1.005331 1.335401 -1.372920 -1.683847 -0.790021 -1.311871 0.051126 -0.681682 -0.041193 0.484452 0.905813 0.535019 0.817384
teach,28.963267,15 16 17 18 19 20 21 22 23 24 25 26 27 28 left_hand.thumb_0 left_hand.thumb_1 left_hand.thumb_2 left_hand.middle_0 left_hand.middle_1 left_hand.index_0 left_hand.index_1 right_hand.thumb_0 right_hand.thumb_1 right_hand.thumb_2 right_hand.middle_0 right_hand.middle_1 right_hand.index_0 right_hand.index_1,0.033148 0.090205 -0.026389 1.497489 0.151109 0.073967 0.177690 -0.299630 -0.402119 -0.828326 0.670314 0.263210 -0.159043 0.426890 0.122569 1.005328 1.335393 -1.372926 -1.683846 -0.790021 -1.311871 0.051126 -0.681676 -0.041193 0.483496 0.905819 0.535020 0.815469,0.033136 0.090193 -0.026365 1.497489 0.151133 0.073979 0.177690 -0.299318 -0.402119 -0.828326 0.670362 0.263222 -0.159031 0.426950 0.122569 1.005328 1.335393 -1.372926 -1.683846 -0.790021 -1.311871 0.051126 -0.681676 -0.041193 0.483496 0.905819 0.535020 0.815469
